Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2023/24

;;;;;;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Vellinge;1233;Skåne län;12;Kommunal;Engelska;329;150;179;~100;100,0;~100;16,8;17,0;16,6;94,3;91,5;96,8;
Vellinge;1233;Skåne län;12;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vellinge;1233;Skåne län;12;Enskild;Engelska;151;72;79;100,0;100,0;100,0;16,7;16,6;16,8;93,2;90,0;96,3;
Vellinge;1233;Skåne län;12;Enskild;Matematik;152;72;80;96,1;91,7;100,0;13,7;13,3;14,0;93,8;90,0;97,6;
Vellinge;1233;Skåne län;12;Enskild;Svenska;150;73;77;96,7;~100;~100;13,2;14,1;12,4;93,8;91,3;96,3;
Vellinge;1233;Skåne län;12;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Vetlanda;0685;Jönköpings län;06;Samtliga;Svenska;262;137;125;90,5;96,4;84,0;11,8;13,2;10,3;92,6;93,8;91,2;
Vetlanda;0685;Jönköpings län;06;Samtliga;Matematik;319;161;158;83,7;85,7;81,6;11,1;11,3;10,9;90,6;88,0;93,5;
Vetlanda;0685;Jönköpings län;06;Samtliga;Engelska;322;169;153;95,7;96,4;94,8;14,6;15,0;14,3;91,5;92,3;90,5;
Vetlanda;0685;Jönköpings län;06;Samtliga;Svenska som andraspråk;65;34;31;70,8;79,4;61,3;8,3;9,6;7,0;94,2;91,9;96,9;
Vetlanda;0685;Jönköpings län;06;Kommunal;Matematik;313;157;156;83,7;86,0;81,4;11,2;11,4;10,9;91,0;87,7;94,5;
Vetlanda;0685;Jönköpings län;06;Kommunal;Svenska;255;133;122;90,6;96,2;84,4;11,7;13,1;10,2;92,4;93,7;91,0;
Vetlanda;0685;Jönköpings län;06;Kommunal;Svenska som andraspråk;64;34;30;70,3;79,4;60,0;8,3;9,6;6,8;94,1;91,9;96,8;
Vetlanda;0685;Jönköpings län;06;Kommunal;Engelska;315;165;150;95,6;96,4;94,7;14,6;14,9;14,2;91,6;92,2;90,9;
Vetlanda;0685;Jönköpings län;06;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Vetlanda;0685;Jönköpings län;06;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Vetlanda;0685;Jönköpings län;06;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Vetlanda;0685;Jönköpings län;06;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Svenska;62;30;32;88,7;~100;..;11,6;12,5;10,8;88,6;81,1;97,0;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Matematik;68;33;35;88,2;~100;..;12,3;12,3;12,3;90,7;82,5;100,0;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Engelska;69;34;35;~100;~100;~100;15,3;15,2;15,3;92,0;85,0;100,0;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Svenska;57;29;28;87,7;~100;..;11,2;12,2;10,1;87,7;80,6;96,6;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Matematik;63;32;31;87,3;~100;..;12,1;12,2;12,0;90,0;82,1;100,0;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Engelska;64;33;31;~100;~100;~100;15,0;15,2;14,9;91,4;84,6;100,0;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;Engelska;155;77;78;~100;~100;~100;15,4;15,7;15,1;92,3;95,1;89,7;
Vimmerby;0884;Kalmar län;08;Samtliga;Matematik;159;76;83;80,5;72,4;88,0;10,2;9,1;11,1;94,6;93,8;95,4;
Vimmerby;0884;Kalmar län;08;Samtliga;Svenska;131;59;72;91,6;~100;..;12,7;14,1;11,6;94,2;93,7;94,7;
Vimmerby;0884;Kalmar län;08;Samtliga;Svenska som andraspråk;26;..;..;~100;~100;..;12,0;13,1;..;89,7;94,4;..;
Vimmerby;0884;Kalmar län;08;Kommunal;Svenska;131;59;72;91,6;~100;..;12,7;14,1;11,6;94,2;93,7;94,7;
Vimmerby;0884;Kalmar län;08;Kommunal;Svenska som andraspråk;26;..;..;~100;~100;..;12,0;13,1;..;89,7;94,4;..;
Vimmerby;0884;Kalmar län;08;Kommunal;Matematik;159;76;83;80,5;72,4;88,0;10,2;9,1;11,1;94,6;93,8;95,4;
Vimmerby;0884;Kalmar län;08;Kommunal;Engelska;155;77;78;~100;~100;~100;15,4;15,7;15,1;92,3;95,1;89,7;
Vindeln;2404;Västerbottens län;24;Samtliga;Engelska;52;27;25;~100;~100;100,0;14,5;13,8;15,2;85,2;87,1;83,3;
Vindeln;2404;Västerbottens län;24;Samtliga;Matematik;53;27;26;77,4;..;~100;9,6;8,9;10,3;86,9;87,1;86,7;
Vindeln;2404;Västerbottens län;24;Samtliga;Svenska;52;27;25;82,7;~100;..;10,4;11,2;9,5;86,7;90,0;83,3;
Vindeln;2404;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Vindeln;2404;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Vindeln;2404;Västerbottens län;24;Kommunal;Svenska;52;27;25;82,7;~100;..;10,4;11,2;9,5;86,7;90,0;83,3;
Vindeln;2404;Västerbottens län;24;Kommunal;Engelska;52;27;25;~100;~100;100,0;14,5;13,8;15,2;85,2;87,1;83,3;
Vindeln;2404;Västerbottens län;24;Kommunal;Matematik;53;27;26;77,4;..;~100;9,6;8,9;10,3;86,9;87,1;86,7;
Vingåker;0428;Södermanlands län;04;Samtliga;Engelska;66;23;43;87,9;~100;..;12,8;12,1;13,3;94,3;95,8;93,5;
Vingåker;0428;Södermanlands län;04;Samtliga;Matematik;64;21;43;81,3;~100;..;10,4;10,8;10,2;91,4;87,5;93,5;
Vingåker;0428;Södermanlands län;04;Samtliga;Svenska;55;19;36;85,5;100,0;77,8;11,4;13,0;10,6;94,8;90,5;97,3;
Vingåker;0428;Södermanlands län;04;Samtliga;Svenska som andraspråk;12;..;..;..;..;..;7,7;..;..;100,0;..;..;
Vingåker;0428;Södermanlands län;04;Kommunal;Engelska;66;23;43;87,9;~100;..;12,8;12,1;13,3;94,3;95,8;93,5;
Vingåker;0428;Södermanlands län;04;Kommunal;Matematik;64;21;43;81,3;~100;..;10,4;10,8;10,2;91,4;87,5;93,5;
Vingåker;0428;Södermanlands län;04;Kommunal;Svenska;55;19;36;85,5;100,0;77,8;11,4;13,0;10,6;94,8;90,5;97,3;
Vingåker;0428;Södermanlands län;04;Kommunal;Svenska som andraspråk;12;..;..;..;..;..;7,7;..;..;100,0;..;..;
Vänersborg;1487;Västra Götalands län;14;Samtliga;Svenska;366;185;181;94,5;96,8;92,3;12,9;14,0;11,8;89,9;90,2;89,6;
Vänersborg;1487;Västra Götalands län;14;Samtliga;Matematik;405;194;211;82,5;82,0;82,9;10,5;10,4;10,5;87,7;87,4;87,9;
Vänersborg;1487;Västra Götalands län;14;Samtliga;Engelska;413;198;215;96,4;97,5;95,3;15,0;15,4;14,6;89,4;89,2;89,6;
Vänersborg;1487;Västra Götalands län;14;Samtliga;Svenska som andraspråk;46;17;29;73,9;~100;..;7,9;9,3;7,2;83,6;100,0;76,3;
Vänersborg;1487;Västra Götalands län;14;Kommunal;Svenska som andraspråk;46;17;29;73,9;~100;..;7,9;9,3;7,2;83,6;100,0;76,3;
Vänersborg;1487;Västra Götalands län;14;Kommunal;Svenska;300;154;146;94,3;96,8;91,8;12,9;13,8;12,0;90,1;91,1;89,0;
Vänersborg;1487;Västra Götalands län;14;Kommunal;Matematik;339;161;178;82,9;83,2;82,6;10,6;10,6;10,7;87,4;86,6;88,1;
Vänersborg;1487;Västra Götalands län;14;Kommunal;Engelska;343;164;179;95,9;97,0;95,0;14,8;15,3;14,4;88,4;88,2;88,6;
Vänersborg;1487;Västra Götalands län;14;Enskild;Matematik;66;33;33;80,3;75,8;84,8;9,6;9,6;9,6;89,2;91,7;86,8;
Vänersborg;1487;Västra Götalands län;14;Enskild;Svenska;66;31;35;~100;~100;~100;12,8;14,6;11,2;89,2;86,1;92,1;
Vänersborg;1487;Västra Götalands län;14;Enskild;Engelska;70;34;36;~100;100,0;~100;15,6;16,0;15,3;94,6;94,4;94,7;
Vännäs;2460;Västerbottens län;24;Samtliga;Engelska;81;35;46;100,0;100,0;100,0;15,8;15,1;16,3;91,0;87,5;93,9;
Vännäs;2460;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Vännäs;2460;Västerbottens län;24;Samtliga;Svenska;82;35;47;93,9;~100;~100;11,6;12,4;11,1;93,2;87,5;97,9;
Vännäs;2460;Västerbottens län;24;Samtliga;Matematik;80;35;45;90,0;..;~100;11,6;10,8;12,2;89,9;87,5;91,8;
Vännäs;2460;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Vännäs;2460;Västerbottens län;24;Kommunal;Engelska;81;35;46;100,0;100,0;100,0;15,8;15,1;16,3;91,0;87,5;93,9;
Vännäs;2460;Västerbottens län;24;Kommunal;Matematik;80;35;45;90,0;..;~100;11,6;10,8;12,2;89,9;87,5;91,8;
Vännäs;2460;Västerbottens län;24;Kommunal;Svenska;82;35;47;93,9;~100;~100;11,6;12,4;11,1;93,2;87,5;97,9;
Värmdö;0120;Stockholms län;01;Samtliga;Engelska;446;223;223;~100;~100;100,0;16,6;16,4;16,9;90,7;89,9;91,4;
Värmdö;0120;Stockholms län;01;Samtliga;Matematik;434;216;218;91,5;91,2;91,7;12,5;12,1;12,9;88,2;87,1;89,3;
Värmdö;0120;Stockholms län;01;Samtliga;Svenska;419;208;211;95,7;~100;..;13,5;14,4;12,7;90,7;87,4;94,2;
Värmdö;0120;Stockholms län;01;Samtliga;Svenska som andraspråk;21;..;..;~100;..;~100;10,5;..;11,2;70,0;..;75,0;
Värmdö;0120;Stockholms län;01;Kommunal;Svenska som andraspråk;20;..;..;~100;..;~100;10,1;..;10,7;69,0;..;73,7;
Värmdö;0120;Stockholms län;01;Kommunal;Svenska;313;154;159;94,2;~100;..;12,7;13,7;11,7;89,2;85,6;93,0;
Värmdö;0120;Stockholms län;01;Kommunal;Engelska;338;168;170;~100;~100;100,0;16,3;16,0;16,6;88,9;88,4;89,5;
Värmdö;0120;Stockholms län;01;Kommunal;Matematik;330;163;167;89,7;90,2;89,2;11,8;11,6;11,9;86,8;85,8;87,9;
Värmdö;0120;Stockholms län;01;Enskild;Matematik;104;53;51;~100;~100;100,0;14,8;13,7;15,9;92,9;91,4;94,4;
Värmdö;0120;Stockholms län;01;Enskild;Engelska;108;55;53;~100;~100;100,0;17,7;17,5;18,0;96,4;94,8;98,1;
Värmdö;0120;Stockholms län;01;Enskild;Svenska;106;54;52;100,0;100,0;100,0;15,9;16,4;15,5;95,5;93,1;98,1;
Värmdö;0120;Stockholms län;01;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Värnamo;0683;Jönköpings län;06;Samtliga;Matematik;359;180;179;81,6;81,1;82,1;10,9;10,6;11,1;92,8;92,3;93,2;
Värnamo;0683;Jönköpings län;06;Samtliga;Svenska;272;139;133;91,9;94,2;89,5;12,7;13,6;11,7;91,6;89,7;93,7;
Värnamo;0683;Jönköpings län;06;Samtliga;Svenska som andraspråk;85;39;46;77,6;82,1;73,9;9,6;10,6;8,9;94,4;97,5;92,0;
Värnamo;0683;Jönköpings län;06;Samtliga;Engelska;354;176;178;94,1;96,6;91,6;15,0;15,4;14,6;91,5;90,3;92,7;
Värnamo;0683;Jönköpings län;06;Kommunal;Svenska som andraspråk;85;39;46;77,6;82,1;73,9;9,6;10,6;8,9;94,4;97,5;92,0;
Värnamo;0683;Jönköpings län;06;Kommunal;Engelska;354;176;178;94,1;96,6;91,6;15,0;15,4;14,6;91,5;90,3;92,7;
Värnamo;0683;Jönköpings län;06;Kommunal;Matematik;359;180;179;81,6;81,1;82,1;10,9;10,6;11,1;92,8;92,3;93,2;
Värnamo;0683;Jönköpings län;06;Kommunal;Svenska;272;139;133;91,9;94,2;89,5;12,7;13,6;11,7;91,6;89,7;93,7;
Västervik;0883;Kalmar län;08;Samtliga;Svenska som andraspråk;29;15;14;79,3;~100;~100;9,6;9,0;10,2;74,4;78,9;70,0;
Västervik;0883;Kalmar län;08;Samtliga;Engelska;348;171;177;97,1;~100;..;15,2;15,1;15,3;88,8;89,1;88,5;
Västervik;0883;Kalmar län;08;Samtliga;Matematik;335;162;173;83,6;80,9;86,1;11,3;11,0;11,7;85,5;84,4;86,5;
Västervik;0883;Kalmar län;08;Samtliga;Svenska;321;159;162;90,3;96,2;84,6;12,3;13,6;11,0;90,9;91,9;90,0;
Västervik;0883;Kalmar län;08;Kommunal;Engelska;297;147;150;97,0;~100;..;15,0;14,9;15,2;87,9;88,0;87,7;
Västervik;0883;Kalmar län;08;Kommunal;Matematik;287;140;147;83,3;81,4;85,0;11,2;10,9;11,5;84,9;83,8;86,0;
Västervik;0883;Kalmar län;08;Kommunal;Svenska;270;134;136;88,5;95,5;81,6;12,1;13,5;10,7;90,0;90,5;89,5;
Västervik;0883;Kalmar län;08;Kommunal;Svenska som andraspråk;28;15;13;78,6;~100;~100;9,6;9,0;10,2;73,7;78,9;68,4;
Västervik;0883;Kalmar län;08;Enskild;Engelska;51;24;27;~100;100,0;~100;16,0;15,8;16,1;94,4;96,0;93,1;
Västervik;0883;Kalmar län;08;Enskild;Matematik;48;22;26;85,4;..;~100;12,3;11,5;13,0;88,9;88,0;89,7;
Västervik;0883;Kalmar län;08;Enskild;Svenska;51;25;26;100,0;100,0;100,0;13,6;14,3;13,0;96,2;100,0;92,9;
Västervik;0883;Kalmar län;08;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Västerås;1980;Västmanlands län;19;Samtliga;Engelska;1 621;795;826;97,0;97,0;97,0;15,6;15,6;15,7;89,1;88,4;89,8;
Västerås;1980;Västmanlands län;19;Samtliga;Svenska som andraspråk;251;112;139;72,1;77,7;67,6;8,6;9,3;8,0;85,1;88,2;82,7;
Västerås;1980;Västmanlands län;19;Samtliga;Svenska;1 413;714;699;95,5;97,3;93,7;13,4;14,3;12,6;92,8;92,5;93,1;
Västerås;1980;Västmanlands län;19;Samtliga;Matematik;1 629;816;813;82,9;80,4;85,5;11,1;10,5;11,6;89,6;90,8;88,4;
Västerås;1980;Västmanlands län;19;Kommunal;Svenska;757;353;404;93,8;96,6;91,3;12,9;13,9;11,9;91,1;90,1;92,0;
Västerås;1980;Västmanlands län;19;Kommunal;Engelska;936;442;494;95,6;95,2;96,0;14,9;14,7;15,1;87,8;88,4;87,3;
Västerås;1980;Västmanlands län;19;Kommunal;Matematik;930;440;490;80,8;77,3;83,9;10,5;9,7;11,2;87,2;88,0;86,6;
Västerås;1980;Västmanlands län;19;Kommunal;Svenska som andraspråk;191;93;98;69,6;75,3;64,3;8,2;9,0;7,5;81,6;86,1;77,8;
Västerås;1980;Västmanlands län;19;Enskild;Matematik;699;376;323;85,8;84,0;87,9;11,8;11,4;12,3;92,8;94,2;91,2;
Västerås;1980;Västmanlands län;19;Enskild;Svenska som andraspråk;60;19;41;80,0;~100;..;9,8;10,9;9,2;98,4;100,0;97,6;
Västerås;1980;Västmanlands län;19;Enskild;Svenska;656;361;295;97,6;98,1;96,9;14,1;14,6;13,5;94,8;95,0;94,6;
Västerås;1980;Västmanlands län;19;Enskild;Engelska;685;353;332;98,8;~100;..;16,6;16,6;16,6;91,0;88,5;93,8;
Växjö;0780;Kronobergs län;07;Samtliga;Svenska som andraspråk;128;55;73;62,5;65,5;60,3;7,2;7,5;7,0;84,2;79,7;88,0;
Växjö;0780;Kronobergs län;07;Samtliga;Engelska;1 075;497;578;97,9;98,0;97,8;15,5;15,4;15,6;90,6;90,5;90,6;
Växjö;0780;Kronobergs län;07;Samtliga;Matematik;1 090;497;593;88,3;86,3;90,1;12,0;11,6;12,3;91,8;90,4;92,9;
Växjö;0780;Kronobergs län;07;Samtliga;Svenska;955;445;510;94,3;96,6;92,4;12,9;14,0;12,1;92,5;92,9;92,1;
Växjö;0780;Kronobergs län;07;Kommunal;Svenska som andraspråk;113;50;63;58,4;62,0;55,6;6,7;7,1;6,4;83,7;80,6;86,3;
Växjö;0780;Kronobergs län;07;Kommunal;Svenska;706;332;374;93,2;96,1;90,6;12,7;13,8;11,6;90,8;91,8;89,9;
Växjö;0780;Kronobergs län;07;Kommunal;Matematik;824;377;447;86,9;84,9;88,6;11,7;11,4;12,0;90,0;88,5;91,2;
Växjö;0780;Kronobergs län;07;Kommunal;Engelska;814;377;437;97,3;97,3;97,3;15,0;14,9;15,1;89,0;88,7;89,2;
Växjö;0780;Kronobergs län;07;Enskild;Engelska;261;120;141;~100;100,0;~100;17,0;16,9;17,1;96,0;96,8;95,3;
Växjö;0780;Kronobergs län;07;Enskild;Svenska;249;113;136;97,6;~100;~100;13,7;14,3;13,2;97,6;96,6;98,6;
Växjö;0780;Kronobergs län;07;Enskild;Svenska som andraspråk;15;..;..;~100;..;..;10,8;..;10,5;88,2;..;100,0;
Växjö;0780;Kronobergs län;07;Enskild;Matematik;266;120;146;92,9;90,8;94,5;12,7;12,2;13,1;97,8;96,8;98,6;
Vårgårda;1442;Västra Götalands län;14;Samtliga;Engelska;109;66;43;95,4;~100;~100;13,9;14,2;13,5;84,5;91,7;75,4;
Vårgårda;1442;Västra Götalands län;14;Samtliga;Matematik;108;63;45;73,1;73,0;73,3;9,7;9,5;9,9;83,7;87,5;78,9;
Vårgårda;1442;Västra Götalands län;14;Samtliga;Svenska;119;72;47;89,1;91,7;85,1;11,1;12,0;9,7;92,2;100,0;82,5;
Vårgårda;1442;Västra Götalands län;14;Kommunal;Engelska;109;66;43;95,4;~100;~100;13,9;14,2;13,5;84,5;91,7;75,4;
Vårgårda;1442;Västra Götalands län;14;Kommunal;Svenska;119;72;47;89,1;91,7;85,1;11,1;12,0;9,7;92,2;100,0;82,5;
Vårgårda;1442;Västra Götalands län;14;Kommunal;Matematik;108;63;45;73,1;73,0;73,3;9,7;9,5;9,9;83,7;87,5;78,9;
Ydre;0512;Östergötlands län;05;Samtliga;Engelska;29;13;16;~100;~100;~100;13,6;15,0;12,5;96,7;100,0;94,1;
Ydre;0512;Östergötlands län;05;Samtliga;Matematik;29;13;16;79,3;~100;..;9,7;11,9;8,0;96,7;100,0;94,1;
Ydre;0512;Östergötlands län;05;Samtliga;Svenska;25;12;13;~100;100,0;~100;12,2;14,4;10,2;89,3;92,3;86,7;
Ydre;0512;Östergötlands län;05;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Ydre;0512;Östergötlands län;05;Kommunal;Engelska;29;13;16;~100;~100;~100;13,6;15,0;12,5;96,7;100,0;94,1;
Ydre;0512;Östergötlands län;05;Kommunal;Matematik;29;13;16;79,3;~100;..;9,7;11,9;8,0;96,7;100,0;94,1;
Ydre;0512;Östergötlands län;05;Kommunal;Svenska;25;12;13;~100;100,0;~100;12,2;14,4;10,2;89,3;92,3;86,7;
Ydre;0512;Östergötlands län;05;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Ystad;1286;Skåne län;12;Samtliga;Svenska;384;191;193;94,0;~100;..;13,0;14,2;11,7;92,3;93,6;91,0;
Ystad;1286;Skåne län;12;Samtliga;Svenska som andraspråk;21;..;..;~100;..;~100;10,5;..;11,1;80,8;..;80,0;
Ystad;1286;Skåne län;12;Samtliga;Matematik;405;188;217;88,4;88,8;88,0;11,6;11,7;11,6;91,6;89,5;93,5;
Ystad;1286;Skåne län;12;Samtliga;Engelska;417;196;221;98,6;~100;~100;15,5;15,4;15,6;94,3;93,3;95,3;
Ystad;1286;Skåne län;12;Kommunal;Svenska som andraspråk;14;..;..;~100;..;100,0;10,0;..;11,7;82,4;..;80,0;
Ystad;1286;Skåne län;12;Kommunal;Svenska;273;128;145;92,7;~100;..;12,6;14,0;11,3;91,6;92,8;90,6;
Ystad;1286;Skåne län;12;Kommunal;Matematik;289;125;164;90,0;92,0;88,4;11,9;12,4;11,6;91,7;89,3;93,7;
Ystad;1286;Skåne län;12;Kommunal;Engelska;296;130;166;98,3;~100;~100;15,4;15,4;15,3;94,0;92,9;94,9;
Ystad;1286;Skåne län;12;Enskild;Engelska;121;66;55;~100;~100;100,0;15,8;15,4;16,4;95,3;94,3;96,5;
Ystad;1286;Skåne län;12;Enskild;Matematik;116;63;53;84,5;82,5;86,8;10,9;10,3;11,7;91,3;90,0;93,0;
Ystad;1286;Skåne län;12;Enskild;Svenska;111;63;48;~100;~100;~100;13,9;14,7;12,9;94,1;95,5;92,3;
Ystad;1286;Skåne län;12;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Älmhult;0765;Kronobergs län;07;Samtliga;Svenska;162;85;77;92,6;~100;..;12,7;14,2;11,1;91,5;94,4;88,5;
Älmhult;0765;Kronobergs län;07;Samtliga;Matematik;187;95;92;87,7;82,1;93,5;12,2;11,8;12,5;87,0;91,3;82,9;
Älmhult;0765;Kronobergs län;07;Samtliga;Engelska;194;98;96;93,3;93,9;92,7;14,8;15,0;14,7;90,2;94,2;86,5;
Älmhult;0765;Kronobergs län;07;Samtliga;Svenska som andraspråk;30;13;17;66,7;..;..;7,4;7,5;7,4;78,9;92,9;70,8;
Älmhult;0765;Kronobergs län;07;Kommunal;Svenska som andraspråk;30;13;17;66,7;..;..;7,4;7,5;7,4;78,9;92,9;70,8;
Älmhult;0765;Kronobergs län;07;Kommunal;Svenska;162;85;77;92,6;~100;..;12,7;14,2;11,1;91,5;94,4;88,5;
Älmhult;0765;Kronobergs län;07;Kommunal;Matematik;187;95;92;87,7;82,1;93,5;12,2;11,8;12,5;87,0;91,3;82,9;
Älmhult;0765;Kronobergs län;07;Kommunal;Engelska;194;98;96;93,3;93,9;92,7;14,8;15,0;14,7;90,2;94,2;86,5;
Älvdalen;2039;Dalarnas län;20;Samtliga;Engelska;69;26;43;100,0;100,0;100,0;16,4;16,5;16,3;86,3;83,9;87,8;
Älvdalen;2039;Dalarnas län;20;Samtliga;Svenska;65;24;41;~100;~100;~100;12,7;13,2;12,3;83,3;82,8;83,7;
Älvdalen;2039;Dalarnas län;20;Samtliga;Matematik;70;26;44;~100;~100;~100;12,5;11,8;13,0;87,5;83,9;89,8;
Älvdalen;2039;Dalarnas län;20;Kommunal;Matematik;70;26;44;~100;~100;~100;12,5;11,8;13,0;87,5;83,9;89,8;
Älvdalen;2039;Dalarnas län;20;Kommunal;Engelska;69;26;43;100,0;100,0;100,0;16,4;16,5;16,3;86,3;83,9;87,8;
Älvdalen;2039;Dalarnas län;20;Kommunal;Svenska;65;24;41;~100;~100;~100;12,7;13,2;12,3;83,3;82,8;83,7;
Älvkarleby;0319;Uppsala län;03;Samtliga;Matematik;89;37;52;85,4;~100;..;11,2;12,2;10,4;84,0;86,0;82,5;
Älvkarleby;0319;Uppsala län;03;Samtliga;Engelska;92;41;51;92,4;~100;~100;13,9;13,8;14,0;86,8;95,3;81,0;
Älvkarleby;0319;Uppsala län;03;Samtliga;Svenska som andraspråk;12;..;..;..;..;..;8,5;..;..;92,3;..;..;
Älvkarleby;0319;Uppsala län;03;Samtliga;Svenska;82;31;51;87,8;~100;..;11,4;13,0;10,4;88,2;88,6;87,9;
Älvkarleby;0319;Uppsala län;03;Kommunal;Matematik;61;26;35;82,0;~100;..;10,9;12,2;9,9;83,6;86,7;81,4;
Älvkarleby;0319;Uppsala län;03;Kommunal;Engelska;61;28;33;~100;~100;~100;14,3;14,6;14,0;83,6;93,3;76,7;
Älvkarleby;0319;Uppsala län;03;Kommunal;Svenska som andraspråk;10;..;..;..;..;..;10,3;..;..;90,9;..;..;
Älvkarleby;0319;Uppsala län;03;Kommunal;Svenska;55;20;35;83,6;~100;..;10,9;13,0;9,6;88,7;90,9;87,5;
Älvkarleby;0319;Uppsala län;03;Enskild;Engelska;31;13;18;~100;~100;~100;13,1;11,9;14,0;93,9;100,0;90,0;
Älvkarleby;0319;Uppsala län;03;Enskild;Svenska;27;11;16;~100;100,0;~100;12,5;13,0;12,2;87,1;84,6;88,9;
Älvkarleby;0319;Uppsala län;03;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Älvkarleby;0319;Uppsala län;03;Enskild;Matematik;28;11;17;~100;100,0;~100;11,7;12,0;11,5;84,8;84,6;85,0;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Engelska;73;44;29;89,0;..;~100;13,5;13,2;14,1;91,3;91,7;90,6;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Matematik;75;44;31;73,3;72,7;74,2;9,5;9,4;9,6;93,8;91,7;96,9;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Svenska;66;40;26;92,4;~100;~100;12,0;13,3;9,9;94,3;90,9;100,0;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Svenska;61;37;24;91,8;~100;~100;12,1;13,5;9,9;95,3;92,5;100,0;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Matematik;70;41;29;72,9;73,2;72,4;9,5;9,5;9,6;94,6;93,2;96,7;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Engelska;69;42;27;88,4;..;~100;13,7;13,3;14,4;93,2;95,5;90,0;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Älvsbyn;2560;Norrbottens län;25;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Älvsbyn;2560;Norrbottens län;25;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Älvsbyn;2560;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Ängelholm;1292;Skåne län;12;Samtliga;Engelska;497;260;237;96,2;96,9;95,4;15,3;15,3;15,2;91,7;93,2;90,1;
Ängelholm;1292;Skåne län;12;Samtliga;Matematik;481;250;231;87,3;86,0;88,7;12,0;11,9;12,1;88,7;89,6;87,8;
Ängelholm;1292;Skåne län;12;Samtliga;Svenska;449;237;212;95,3;96,6;93,9;13,5;14,2;12,7;91,1;91,9;90,2;
